auguste-rodin,/en/auguste-rodin/the-three-shades,The Three Shades,1886,,Impressionism,sculpture,https://uploads1.wikiart.org/images/auguste-rodin/the-three-shades.jpg!Large.jpg
auguste-rodin,/en/auguste-rodin/danaid,Danaid,1889,,Impressionism,sculpture,https://uploads0.wikiart.org/images/auguste-rodin/danaid.jpg!Large.jpg
auguste-rodin,/en/auguste-rodin/burghers-of-calais,Burghers of Calais,1895,,Impressionism,sculpture,https://uploads2.wikiart.org/images/auguste-rodin/burghers-of-calais.jpg
auguste-rodin,/en/auguste-rodin/eternal-spring,Eternal Spring,1900,,Impressionism,sculpture,https://uploads7.wikiart.org/images/auguste-rodin/eternal-spring.jpg
auguste-rodin,/en/auguste-rodin/the-thinker-1902,The Thinker,1902,,Impressionism,sculpture,https://uploads1.wikiart.org/images/auguste-rodin/the-thinker-1902.jpg!Large.jpg
auguste-rodin,/en/auguste-rodin/the-kiss-1904,The Kiss,1904,,Impressionism,sculpture,https://uploads7.wikiart.org/images/auguste-rodin/the-kiss-1904.jpg!Large.jpg
